Hour,Day,Month,Year,Energy,Cloud Coverage,Visibility,Temperature,Dew Point,Relative Humidity,Wind Speed,Station Pressure,Altimeter
10,5,4,2017,2461,0.99,10,10.95,8.78,87.28,15.12,28.82,29.6
12,4,12,2016,183.75,1,1.07,0.78,0.77,97.72,6.21,29.16,29.95
15,18,10,2017,2946,0,10,22.01,6.3,36.72,15.52,29.31,30.11
8,8,10,2017,1604.25,0,10,17.12,15.62,91.16,6.68,29.07,29.86
9,14,7,2016,2452.5,0,10,24.86,22.1,82.84,9.96,29.16,29.95
14,10,11,2016,2413.5,0,10,15.63,5.7,48.8,17.64,29.28,30.07
16,18,6,2017,859,0.3,10,26.22,14.78,48.72,16.04,28.96,29.75
12,22,2,2017,3051.75,0.51,9.85,19.71,14.12,69.54,11.38,28.98,29.77
8,14,6,2017,2198.25,0,10,29.54,22.99,66.76,12.12,29.17,29.96
8,31,8,2016,1260.75,0,10,24.21,21.79,81.88,2.68,29.26,30.05
10,18,6,2016,3639,0.14,10,28.08,14.71,41.32,8.28,29.41,30.21
6,10,6,2016,229.13,0,10,23.3,19.75,76.96,8,29.23,30.02
6,27,2,2017,16.92,1,10,2.21,-1.12,82.84,5.36,29.36,30.16
13,8,8,2016,2492,0.56,10,27.83,20.51,61.23,4.12,29.22,30.01
16,4,12,2016,0,1,1.6,0.51,0.82,99.01,0.74,29.09,29.89
10,15,2,2016,1279.25,1,2.37,-2.02,-2.15,94.52,7.96,29.13,29.92
15,8,8,2016,2816.5,0.7,10,28.09,19.02,55.16,6.72,29.2,29.99
9,3,11,2016,501.75,1,2.56,15.72,15.26,96.72,5.96,29.4,30.2
6,13,9,2016,16.15,0,10,14.53,13.97,92.04,0.24,29.3,30.09
12,29,3,2016,4711,0,10,13.79,-0.27,36.96,9.32,29.51,30.31
12,9,8,2016,4286.75,0.39,10,29.04,19.93,52.33,3,29.22,30.01
15,26,2,2016,388.75,0.76,10,0.69,-3.21,61,11.67,24.3,30.23
7,7,2,2016,271.78,0,10,2.4,-0.89,70.36,12.28,29.16,29.95
12,28,6,2017,1321.25,0.02,10,27.31,16.88,51.56,17.48,29.19,29.98
10,22,10,2016,3666.5,0.52,10,12.32,2.1,47.72,7.32,29.35,30.15
14,16,10,2017,3868,0,10,18.2,3.97,39.08,8.56,29.49,30.29
14,13,12,2016,144.25,0,9.04,-4.9,-11.05,21.18,15,8.53,30.19
16,22,10,2016,1577.75,0,10,15.48,5.86,49.92,8.2,29.26,30.05
11,20,10,2017,3769,0,10,24.24,12.07,47.12,10.32,29.39,30.19
14,31,3,2016,2006.25,0.31,10,19.84,15.41,22.21,21.4,8.5,29.4
6,12,1,2017,0,1,7,0.75,0.41,99.28,11.5,29.07,29.86
6,8,9,2016,31.6,0.96,4.16,24.17,23.47,94.14,10.07,29.12,29.92
8,6,11,2016,2329,0,8.88,9.72,7.95,88.36,2.76,29.6,30.4
12,10,12,2016,1308.25,0.04,10,-2.65,-8.29,21.62,7.36,8.54,30.49
7,28,1,2017,48.26,1,7.96,-1.47,-3.17,86.12,11.31,29.04,29.83
13,20,2,2016,4188.75,0,10,19.32,5.09,39.32,14.04,29.12,29.91
12,18,4,2017,0,0.15,10,24.24,9.08,35.64,13.68,29.3,30.09
6,30,3,2017,0,0.99,7.32,9.37,8.38,95.72,14.64,28.92,29.71
7,19,4,2017,0,0.14,9.96,19.96,16.78,22.21,14.92,8.53,30.06
6,20,1,2017,0,1,3.91,5.96,6.19,97.19,3.29,28.83,29.61
15,14,5,2017,3955.25,0.01,10,28.46,10.06,30.64,13.96,29.09,29.88
13,10,3,2016,795.5,0.04,10,10.24,7.68,22.29,9.28,8.53,30.08
11,19,3,2017,4678,0.14,10,9.01,0.46,55.2,7.4,29.57,30.37
9,28,5,2017,2239.5,0.97,7.18,21.93,19.74,85.9,8.4,28.96,29.75
14,8,3,2016,3584.25,0.42,10,21.73,12.68,55,20.32,29.12,29.91
7,29,5,2016,990.25,0,10,23.59,19.32,75.48,9.32,29.28,30.07
10,10,11,2016,4101.5,0,10,12.36,5.64,61.52,17.96,29.4,30.2
6,25,5,2017,83.8,1,4.96,12.64,12.36,94.8,13.2,28.81,29.59
14,11,3,2017,2145,0,10,0.81,-17.99,22.8,6.64,29.64,30.44
7,1,8,2017,864.25,0.54,10,23.21,19.1,75.56,1.16,29.31,30.11
13,18,8,2017,4024.25,0,10,28.33,17.44,49.96,9.04,29.14,29.93
11,8,4,2017,4701.5,0,10,16.38,3.9,42.48,17.44,29.23,30.02
13,5,12,2016,622,1,10,2.79,1.43,91.44,9.8,29.23,30.02
13,13,4,2017,2969,0.45,10,25.08,12.74,45.28,8.08,29.38,30.18
7,30,9,2017,480.25,0,10,11.95,8.54,81.8,6.44,29.61,30.41
9,18,4,2016,3288.25,0,10,24.53,6.19,29.16,4.36,29.52,30.32
8,20,5,2016,1102.5,0.14,10,16.21,7.31,54.64,9.64,29.34,30.14
7,14,5,2017,1100.5,0,10,21.42,13.15,58.72,11.16,29.16,29.95
7,5,5,2017,1102,0,10,8.47,5.09,78.8,22.76,28.97,29.76
17,31,8,2017,954.75,0,10,22.32,17.05,21.38,14.16,8.52,30.05
10,2,9,2016,3847,0,10,22.29,14.03,45.89,11.16,22.47,30.24
12,3,2,2016,378.75,1,5.3,2.05,1.05,88.7,22.35,28.98,29.77
12,1,5,2017,558.75,1,10,10.65,6.46,72.6,19.76,28.74,29.52
11,11,8,2017,4191.5,0.6,10,26,18.71,62.12,6.32,29.23,30.02
15,27,10,2016,481.5,1,10,10.59,7.08,79.76,6.28,29.46,30.26
10,9,2,2016,720,1,1.98,-7.52,-9.68,81.77,19.54,29.07,29.86
15,10,3,2016,438.75,0.04,9.96,10.32,7.49,22.29,7.12,8.53,30.08
11,14,11,2016,3983.5,0,10,15.08,6.49,55.08,11.16,29.17,29.96
15,24,3,2016,376.5,0.99,10,9.47,6.93,80,24.16,28.79,29.57
6,29,7,2016,148.05,0.88,0.81,20.25,19.7,97,2.75,29.11,29.93
12,14,6,2017,3162,0.43,10,33.28,22.1,50.48,13.72,29.1,29.89
17,25,6,2017,682.75,0.3,10,22.64,8.03,37.32,16.28,29.34,30.13
15,11,2,2016,2381.5,0,10,-4.93,-13.44,50.56,4.08,29.5,30.3
17,9,6,2017,1857.5,0.14,10,29.27,12.63,34.44,14.44,29.04,29.83
15,28,11,2016,31.65,1,5.24,9.88,9.64,94.8,23.04,28.57,29.35
17,10,7,2017,1065,0.65,10,30.11,24.08,69,9.4,29.04,29.83
6,21,10,2016,0,0.38,10,3.79,2.73,87.76,9.24,29.36,30.15
15,25,9,2016,1129.75,0.73,7.12,27.85,19.55,57.87,8.64,29.17,29.96
14,10,9,2016,3973.75,0.14,10,23.75,12.71,48.72,16.36,29.17,29.96
11,6,5,2017,4569.5,0.91,10,14.55,6.38,58.72,16.36,29.04,29.83
10,29,4,2017,134.75,0.98,3.16,9.97,9.42,95.22,13.03,29.29,30.09
13,24,10,2016,4016.75,0,10,16.43,5.32,47.24,7,29.55,30.35
7,20,9,2016,413.75,0.62,9.96,20.8,18.48,85.28,0.12,29.36,30.15
17,4,10,2017,156.25,0.93,10,21.64,20.12,90.86,4.78,29.45,30.25
10,18,5,2017,3995.25,0.44,10,28.49,18.02,51.08,22.68,29.06,29.85
14,20,7,2017,4221,0,10,32.18,25.83,67.36,13.84,29.19,29.98
8,25,8,2016,1758.5,0,10,24.45,22.36,86.56,7.28,29.27,30.06
11,30,5,2017,4715.75,0.52,10,23.44,5.58,31.52,14.2,29.24,30.03
17,11,4,2016,1641.5,0,10,9.63,-0.45,29.22,14.16,15.43,30.03
12,27,9,2016,4664,0,10,23.66,2.16,24.04,15.04,29.06,29.85
12,19,6,2017,1561,0.42,10,26.67,13.63,44.08,19.04,29.13,29.92
9,8,10,2017,2952.5,0,10,20.38,15.14,71.52,8.64,29.06,29.85
12,23,6,2016,4185,0.23,10,27.88,12.71,40.65,15.94,29.08,29.88
10,21,10,2017,1377.75,0.48,10,20.9,13.05,61.56,13.8,29.34,30.13
11,2,2,2017,3786.5,0,10,-3.77,-11.27,54.64,9.52,29.63,30.43
15,18,7,2017,3803.75,0,10,30.29,16.11,39.28,2.76,29.27,30.06
16,15,3,2016,2547,0,10,23.24,15.07,58.56,18.72,28.72,29.5
7,14,2,2016,110.28,1,5.84,-8.76,-11.16,78.44,17.16,29.5,30.3
8,30,10,2016,294.75,0.99,10,14.11,11.83,85,12.07,29.28,30.08
17,1,11,2016,154.76,0,10,21.86,15.99,63.92,6.84,29.19,29.98
13,7,8,2017,1930.75,0.73,10,23.7,16.57,61.92,6.72,29.27,30.06
13,9,12,2016,1182,0.04,9.96,-3.27,-8.58,21.3,9.32,8.54,30.54
8,21,5,2017,2544.25,0,10,16.38,10.52,67.24,13.76,29.2,29.99
17,28,5,2016,1658.25,0,10,26.37,19.8,63.36,18.48,29.15,29.94
10,26,4,2016,2440.75,0.01,10,24.65,15.63,58,3.08,29,29.79
7,11,3,2016,653.25,0,5.8,3.35,2.53,93.36,8.32,29.52,30.32
8,3,9,2016,1820.5,0,10,18.85,15.44,80.04,8.04,29.42,30.22
10,9,4,2017,3216,0,10,20.72,10.63,50.6,18.92,29.04,29.83
17,24,10,2016,179.55,0,10,11.71,4.57,55.56,5.36,29.55,30.35
17,31,5,2016,75.33,0.08,8.73,20.2,18.25,29,11.26,11.03,29.95
13,3,1,2017,334.5,1,5.06,4.05,4.02,97,15.84,28.97,29.76
13,2,7,2017,1527.5,0,10,30.08,16.27,41.68,7.76,29.28,30.07
13,1,7,2016,4030.25,0.44,10,24.63,14.44,50,10,29.3,30.09
7,23,2,2017,359.75,1,0.01,7.34,7.28,98.15,0,28.96,29.75
13,28,3,2017,3698.75,1,10,12.77,7.04,68.72,9.64,29.31,30.1
6,9,6,2016,344.25,0,10,18.46,12.57,68.36,4.76,29.27,30.06
10,23,8,2016,3690,0.42,10,24.92,18.22,65.16,10.8,29.45,30.25
9,21,1,2017,1591,0,5.84,9.72,9.32,97.04,9,28.78,29.56
15,16,6,2016,3734.75,0.42,10,28.18,19.28,56.92,13.52,29.07,29.86
9,18,7,2016,865,1,6.14,23.74,23.28,90.67,7.05,29.4,30.21
8,18,10,2016,506,1,10,22.17,18.64,77.8,16.52,28.92,29.71
7,1,3,2017,43.83,0.98,8.31,10.78,10.11,91.25,18.31,28.75,29.53
13,5,5,2016,2501.5,0.44,10,18.17,7.01,47.64,12.16,29.18,29.97
11,17,9,2017,3933,0,10,29.02,20,56.76,5.56,29.29,30.08
7,18,3,2017,234.45,1,10,2.8,-0.24,79.56,14.7,29.36,30.16
14,1,3,2016,535.5,1,6.92,-0.85,-1.95,87.16,22.49,29,29.79
11,27,9,2016,4597.75,0,10,23.08,1.83,23.84,17.56,29.09,29.88
13,19,10,2016,339.25,0.92,10,19.19,12.27,61.72,7.12,29.26,30.05
17,14,5,2016,1170.75,0.89,10,11.06,2.04,51.56,14.72,29.27,30.06
11,9,3,2017,4697,0,10,11.1,-4.2,34.12,11.4,29.31,30.11
15,8,10,2016,3202.5,0,10,19.64,5.34,38.52,5.32,29.45,30.25
12,25,4,2016,4265.25,0.64,10,26.66,13.11,40.28,17.48,28.95,29.74
17,14,6,2017,601,0.14,10,28.18,18.75,57.88,10.6,29.09,29.88
13,7,7,2017,3588,0.75,10,31.81,24.34,62.72,14.08,29.05,29.84
11,10,4,2016,345.5,1,7.44,7.18,4.53,83.6,14.28,29.08,29.87
12,26,5,2016,3507.75,0,10,25.94,19.45,70.61,7.48,29.13,29.92
7,3,6,2017,851.25,0.28,10,24.21,17.42,63.28,5.72,29.28,30.07
17,8,4,2016,374.75,1,7.78,3.02,0.43,84.21,18.97,29.11,29.91
7,19,2,2017,158.68,1,0.02,7.93,8.08,99.85,4.11,29.23,30.02
15,5,8,2017,2359,0.02,10,24.4,13.07,46.24,6.72,29.29,30.08
9,8,9,2016,230.03,1,5.62,24.08,23.67,97,2.47,29.16,29.95
17,5,3,2017,23.5,1,10,13.47,7.36,63.72,17.2,29.34,30.13
13,8,6,2016,4497.5,0,10,24.06,6.38,30.32,2.16,29.22,30.01
16,1,6,2016,2408.25,0.42,10,26.67,19.96,64.08,5.04,29.14,29.93
16,6,10,2016,868.5,0,10,27.61,17.46,51.36,9.08,29.24,30.03
17,13,2,2016,19.78,0,10,-7.69,-17.95,42.36,3.08,29.71,30.51
17,2,2,2017,4.03,0,10,-3.33,-9.82,59.48,9.4,29.59,30.39
10,5,9,2016,2813.75,0.43,10,28.73,22.4,68.04,9.48,29.35,30.14
6,13,10,2017,0,0.71,4.2,11,10.8,98.32,3.76,29.39,30.18
15,26,6,2016,1152.75,0.99,9.36,27.09,23.05,74.1,6.05,29.2,29.99
13,15,6,2017,0,0.28,10,29.78,20.15,53.08,6.72,29.08,29.87
8,11,3,2016,1657.5,0,9.04,5.36,3.12,86,9,29.54,30.34
6,19,4,2017,0,0.42,9.8,18.05,16.32,22.57,14.2,8.53,30.05
15,31,7,2016,1201.25,0.75,10,27.42,20.6,63,6,29.21,30.03
6,28,9,2016,0.09,0.74,10,12.17,10.26,84.92,8.88,29,29.79
13,15,7,2016,3946,0.53,10,26.2,18.68,61.04,13.72,29.25,30.04
7,11,5,2016,904.5,1,0.17,16.58,16.33,98.85,3.88,29.23,30.02
8,20,10,2016,83.13,1,8.52,12.77,12.22,93,7.23,29.29,30.08
14,18,7,2016,3732.25,0,9,27.87,21.7,69,7,29.37,30.19
11,3,5,2016,3940.75,0.3,10,17.28,5.48,44.6,8.28,29.17,29.96
13,4,4,2016,2724,0.99,10,7.22,-0.94,60.08,13.64,29.39,30.19
10,27,4,2017,1207.75,1,10,8.67,6.14,81.85,15.69,28.9,29.68
6,16,5,2016,273,0,9.04,8.59,3.2,67.48,7.72,29.4,30.2
7,23,5,2017,571.5,0.83,10,16.72,14.64,85.92,2.92,29.05,29.84
7,11,7,2016,929,0,10,23.92,20.86,85.52,7.36,29.23,30.02
8,29,5,2016,2027.25,0,10,25.01,18.02,64.72,10.44,29.28,30.07
9,22,3,2016,2939.25,0,10,11.69,1.42,44.84,23,29.07,29.86
12,3,10,2016,2287.75,1,10,20.86,12.4,58.49,1.16,29.3,30.09
15,24,7,2017,3098.5,0.53,10,26.56,18.54,58.12,10.24,29.23,30.02
6,17,9,2016,0,1,3.4,20.49,20.62,97,5.72,29.17,29.96
15,22,2,2017,1910.75,0.29,10,20.86,13.98,61.88,14.12,28.94,29.72
6,20,7,2016,145.75,1,9,22.17,21.85,96.84,2.56,29.43,30.23
12,18,10,2016,1671.25,1,10,25.44,19.99,69.56,13.8,28.96,29.75
14,12,8,2017,4384.25,0.29,10,25.12,13.09,46.88,8.92,29.28,30.07
12,31,5,2017,4715.5,0,10,24.09,6.34,30.24,14.56,29.24,30.03
9,19,2,2016,1413.5,0,10,12.13,6.47,65.92,23.04,28.95,29.73
14,4,4,2016,3272.25,1,10,6.82,-1.09,58.56,15,29.4,30.2
13,11,6,2016,4185,0.42,10,33.12,18.9,40.83,12.06,29.22,30.01
16,10,4,2017,2565.5,0.53,10,20.4,16.26,76.96,16.52,29.11,29.9
16,3,5,2016,937.25,1,10,17.51,5.96,44.6,10.32,29.08,29.87
11,16,7,2017,4361,0.38,10,28.56,21.09,61.72,5.72,29.22,30.01
8,29,3,2016,1910.5,0,10,8.7,1.54,60.56,8.36,29.53,30.33
7,6,1,2017,12.32,0,10,-18.93,-20.16,78.84,3.16,29.46,30.26
13,11,6,2017,4580.75,0,10,31.91,15.18,34.28,16.6,29.2,29.99
10,28,8,2016,2479,0.48,10,28.12,24.94,81.12,0.19,29.41,30.21
6,31,1,2017,0,1,10,3.33,0.67,79.45,16.66,28.95,29.74
8,20,9,2017,1635.25,0.01,9,24.58,21.69,87.2,7.92,29.17,29.96
15,24,2,2017,1616.5,0.33,10,13.9,8.71,64.73,23.04,28.72,29.51
17,16,4,2016,1715.75,0.62,10,24.88,6.34,27.68,8.08,29.44,30.24
14,22,3,2016,4344.75,0,8.08,19.18,4.48,37.08,25.8,28.91,29.69
13,10,2,2017,3205.5,0,10,5.49,-0.13,72.24,14.88,29.05,29.84
16,15,2,2016,275.25,1,3.75,-0.88,-0.94,94.62,4.46,29.06,29.85
8,25,9,2016,1379,0.28,5.64,23.2,20.48,86.24,7.68,29.3,30.09
8,11,1,2017,341.5,0,6.92,0.33,-0.34,90.92,10.84,29.16,29.95
12,23,3,2016,3728.25,0.99,10,18.53,10.7,57.64,17.24,28.99,29.78
14,20,3,2017,4049.5,0.81,10,19.69,11.1,59.24,4.52,29.11,29.9
15,6,11,2016,889.25,0,10,18.64,7.05,44.12,7.12,29.51,30.31
15,10,7,2016,3629.75,0,10,27.51,18.9,57,7,29.23,30.05
10,17,6,2017,887.5,0.42,10,26.52,21.06,69.96,9.4,28.92,29.71
12,11,5,2016,3665.75,0.8,7.54,23.66,19.09,76.39,11.77,29.24,30.03
17,31,10,2016,109.17,0,10,16.32,14.04,21.97,9,8.52,29.96
14,12,10,2017,1283.5,1,10,17.22,15.41,88.16,5.27,29.33,30.12
9,7,10,2017,2917.75,0,10,25.38,17.79,62.8,21.96,28.92,29.7
16,12,5,2016,1937.75,0.44,10,20.36,13.94,63.64,16,29.17,29.96
10,26,3,2016,4162.25,0.14,10,9.46,3.86,69.4,9.8,29.37,30.17
16,13,4,2016,2884,0,10,15.79,-0.24,31.64,7,29.39,30.19
16,17,7,2017,2591.5,0.44,10,28.12,18,53.16,2.48,29.22,30.01
15,18,10,2016,1421.5,0.73,10,26.79,19.19,60,10.12,28.99,29.78
17,1,9,2016,1426.5,0.62,10,22.17,14.96,62.36,15.36,29.35,30.14
11,7,7,2016,606.5,0.33,10,23.65,22.17,87.16,9.23,29.09,29.88
11,11,2,2016,4673.75,0,10,-7.11,-15.49,49.56,5.72,29.53,30.33
6,15,8,2016,0.44,1,6.36,21.18,21.18,96.84,8.04,29.29,30.08
9,16,4,2016,2712.25,0,10,21.31,8.98,44.52,6.08,29.47,30.27
7,25,2,2016,100.9,1,10,0.76,-1.11,84.88,12.68,29.08,29.87
16,11,5,2017,0,1,10,16.75,12.88,74.92,9.08,29.13,29.92
9,28,3,2016,2526.5,0.89,10,8.08,3.35,70.08,10.99,29.3,30.11
15,2,10,2017,2906,0,10,28.23,10.37,32.56,12.92,29.36,30.16
10,4,8,2016,2477.5,0,10,28.51,21.7,63,0,29.18,30
10,18,4,2017,0,0.24,10,21.89,5.02,32.4,19.92,29.35,30.15
10,3,5,2017,1186.75,0.74,10,10.34,4.88,64.2,8.52,29.38,30.17
7,3,10,2016,121.48,1,3.6,14.75,13.99,95.2,0.2,29.32,30.11
8,22,10,2016,1421.5,0.41,10,7.23,2.04,67.35,4.41,29.36,30.16
9,30,9,2017,3061,0,10,16.43,8.74,60.16,11.24,29.62,30.42
10,28,6,2016,3177.25,0.83,10,23.45,16.87,67.39,8.81,29.35,30.15
13,23,2,2017,537.75,1,9.89,15.54,11.84,73.77,9.38,28.95,29.73
6,16,8,2017,67.7,0,5.14,20.21,20.3,95.46,2.58,29.21,30
15,18,7,2016,3711.25,0,10,25.07,4.38,25.53,6.78,29.39,30.18
8,2,3,2017,2689.25,0,10,0.05,-3.53,77.32,19.8,29.45,30.25
13,7,6,2016,4379.25,0.43,10,22.64,7.8,37.64,12.44,29.08,29.87
13,19,3,2016,1000.5,1,10,7.92,-1.96,48.8,6.16,29.34,30.13
16,12,5,2017,2137.25,0.29,10,21.29,9.34,44.64,10.52,29.12,29.91
10,9,10,2017,1815.75,0.52,7.22,21.31,19.35,88.68,0.55,29.14,29.94
7,24,9,2016,220.05,1,1.92,20.49,20.03,92.4,8.37,29.36,30.16
11,6,7,2016,1415.5,0.03,10,23.72,21.28,83.04,10.12,29.04,29.83
9,1,6,2017,3361.5,0,10,23.97,4.5,26.96,8.88,29.34,30.13
16,12,11,2016,84.51,0,10,9.54,0.36,50.92,0.96,29.54,30.34
17,9,4,2016,1810.25,0,10,4.27,-7.33,41.52,5.56,29.4,30.2
8,23,6,2017,396.25,0.9,9.08,22.92,21.01,95.93,6,28.9,29.69
6,15,9,2017,23.15,0.11,3.69,15.59,15.35,97.79,3.28,29.24,30.03
12,23,1,2017,475,1,10,4.43,2.84,86.77,13.42,28.95,29.74
6,6,9,2017,61.95,0.83,10,9.21,9.08,88.84,7.16,29.22,30.01
10,14,4,2016,2952.75,0,10,15.18,0.74,36.88,12.24,29.45,30.25
13,30,10,2016,3423.25,0.98,10,17.69,10.74,62.84,13.16,29.34,30.13
12,7,8,2016,4132,0.44,10,26.89,16.01,48.89,10.56,29.26,30.05
17,11,9,2017,924.75,0,10,20.38,11.61,53.36,7.8,29.32,30.11
11,10,2,2016,3823.25,0,10,-9.02,-13.98,65.6,13.04,29.29,30.08
16,26,1,2017,50.68,1,10,0.26,-1.32,87.32,14.76,29.18,29.97
16,2,6,2017,2971.75,0,10,29.49,4.88,19.76,5.24,29.24,30.03
6,26,10,2017,0,0.14,10,1.9,1.09,95.56,5.4,29.07,29.86
17,18,5,2016,1488.5,0.31,10,18.88,4.54,36.8,1.16,29.36,30.15
15,15,10,2017,1229.25,1,10,13.56,6.69,64.8,15.44,29.36,30.16
10,2,8,2017,3461,0.14,10,26.76,20.06,63.88,2.68,29.28,30.07
10,18,4,2016,4045.5,0,10,26.12,4.3,23.08,3.12,29.51,30.31
11,20,10,2016,607.25,0.99,10,14.23,13.23,92.15,7.35,29.3,30.09
14,16,7,2017,1413,1,10,29.17,22.82,66.04,5.68,29.18,29.97
10,18,2,2016,2403,0.71,6.32,3.19,-0.15,80.8,15.96,29.57,30.37
15,12,1,2017,135.28,1,8.92,-1.14,-2.46,90.43,14.54,29.45,30.26
7,21,6,2017,362.5,0,10,22.03,18.41,78.68,4.36,29.18,29.97
6,6,5,2016,146.68,0.42,9.96,9.12,7.19,81.2,5.64,29.23,30.02
16,20,5,2017,2423.75,0.39,10,24.68,19.51,70.04,10.76,29.1,29.89
7,22,6,2017,291.25,0,10,25.21,21.82,77.72,10.24,29.13,29.92
15,2,4,2017,3134.25,0.28,10,18.04,5.02,41.16,14.04,29.17,29.96
17,3,10,2016,675.5,0.64,10,19.23,13.34,67.41,5,29.25,30.04
10,6,5,2017,3763,0.65,10,13.94,5.56,56.24,15.16,29.02,29.81
14,9,5,2017,2485,0.02,10,25.46,17.58,70.61,14.08,29.08,29.87
13,18,9,2016,3703.25,0,10,27.45,11.57,36.24,1.08,29.19,29.98
17,21,7,2016,1687,0.19,10,31.08,26.1,75,11,29.22,30.04
8,7,8,2017,1290.25,0.74,10,21.33,17.23,73.64,7.24,29.23,30.02
16,4,7,2017,691.75,0.83,10,25.2,22.31,85.57,5.56,29.24,30.03
12,3,4,2017,2052,0.72,10,18.92,15.12,78.76,13.44,28.67,29.45
11,27,10,2017,1440.5,1,10,6.22,-0.8,60.8,16.36,29.1,29.89
9,26,4,2017,3365,0,10,24.84,13.8,46.92,22.12,28.7,29.48
7,13,6,2017,1019.25,0,10,28.21,23.33,71.88,9.16,29.23,30.02
12,11,10,2016,3042.5,0,10,24.04,9.72,37.8,11.08,29.37,30.16
11,23,8,2017,4539.25,0.28,10,24,11.06,43.4,9.16,29.3,30.09
14,25,9,2016,647,0.64,9.43,27.26,19,54.75,11.86,29.19,29.98
12,8,7,2016,4320,0.44,10,29.18,22.2,67,10,29.07,29.89
15,7,4,2017,4297.5,0,10,13.02,-1.52,36.2,13,29.31,30.1
17,30,8,2016,743,0.28,10,25.42,23.32,22.25,5.76,8.53,30.06
13,26,5,2017,1585.25,1,10,24.99,17.55,62.72,12.76,29.01,29.8
14,17,4,2016,4594.5,0,10,26.91,3.05,19.92,11,29.51,30.31
15,4,11,2016,2680,0,10,15.83,5.97,50.44,6.4,29.6,30.4
16,1,10,2016,1225.25,0.44,10,19.46,15.12,76,6.64,29.19,29.98
11,13,5,2016,3306.75,0.15,10,17.98,9.42,54.64,12.28,29.28,30.07
11,12,12,2016,3465.25,0.03,9.96,-2.5,-5.12,21.97,11.92,8.53,30.13
14,28,10,2017,728.5,1,10,4.72,-0.5,69.04,12.76,29.14,29.93
10,2,8,2016,2871.75,0.94,10,26.94,21.97,67.77,0.33,29.33,30.12
7,16,6,2016,1019.75,0.14,10,24.65,19.85,74.64,10.28,29.05,29.84
16,8,8,2016,2081.5,0,10,27.69,19.56,57.35,4.7,29.2,29.99
11,29,1,2017,217,1,9.84,-1.95,-5.59,75,9,29.08,29.87
8,9,6,2017,2064.5,0.28,10,25.09,12.1,42.56,13.2,29.1,29.89
7,14,10,2017,57.78,0.92,10,17.71,14.96,83.76,6.92,29.29,30.08
10,20,6,2016,3767.5,0.15,10,30.73,22.95,59.64,12.8,29.36,30.15
11,20,3,2016,4470,0.82,10,6.64,-2.22,52.64,12.8,29.38,30.17
9,10,10,2016,2314.5,0,10,17.92,10.9,63.64,1.08,29.56,30.36
10,5,5,2016,2767.5,0,10,13.88,7.6,63.68,14.36,29.19,29.98
11,6,4,2016,260.25,1,4.8,9.38,8.18,91.41,13.29,28.84,29.62
16,16,10,2017,1829.25,0,10,17.26,4.29,42.32,7.08,29.46,30.26
17,31,8,2016,692.25,0.02,10,23.98,18.01,21.74,13.44,8.52,30.03
11,12,7,2016,3934.75,0.67,10,29.44,24.88,74.67,14.89,29.07,29.86
14,6,2,2016,3248.5,0,10,7.49,0.37,59.76,10.76,29.4,30.2
15,15,6,2016,2538.5,0,10,32.69,22.95,55.84,13.36,28.97,29.76
13,15,6,2016,3988.5,0.55,10,32.04,25.64,68.56,10.04,28.99,29.78
17,28,9,2016,206.5,1,10,14.05,11.04,79.6,9.08,29.22,30.01
14,28,3,2017,3721,1,10,13.32,7.44,67.92,11.6,29.3,30.09
11,19,9,2017,1064.5,1,9.83,22.25,20.14,86.25,1.66,29.18,29.97
16,30,8,2017,2911.75,0,10,25.47,16.27,21.02,6.96,8.53,30.05
12,26,5,2017,3236.75,0.62,10,24.38,16.9,59.06,14.12,29,29.8
10,16,7,2016,3900.5,0.14,10,22.98,15.15,59.52,3.32,29.36,30.16
13,7,12,2016,1098.25,0.03,10,0.96,-3.68,21.54,11.32,8.53,30.14
7,3,4,2017,68.05,1,10,12.69,9.74,79.24,8.56,28.81,29.59
9,30,11,2016,2590.75,0,10,4.48,1.34,77.92,9.96,28.87,29.66
12,20,10,2017,3780,0,8.08,25.18,11.61,43.04,10.12,29.36,30.16
10,26,2,2016,3718.75,0.56,10,0.74,-4.4,65.6,8.28,29.51,30.31
10,2,2,2016,205,0.99,5.22,3.95,2.22,87.26,20.18,28.95,29.75
10,15,10,2016,474.5,1,6.17,17.81,16.57,89.89,13.65,29.29,30.08
16,23,7,2016,2284,0,10,30.3,25.89,70.22,6,29.16,29.95
12,6,8,2016,2868.25,0.44,10,26.57,19.4,63,5,29.18,30
14,5,4,2017,893.25,1,9.65,10.95,10.23,92.89,12.19,28.74,29.53
6,24,4,2017,129.7,0,10,9.96,1.01,50.76,6.16,29.2,29.99
17,29,3,2017,183,1,10,12.54,7.35,68.28,17.68,29.18,29.97
6,12,4,2016,64.65,0,10,0.61,-2.59,77.2,5.72,29.52,30.33
15,31,8,2017,2680.5,0.01,10,24.49,16.21,21.14,11.72,8.53,30.06
7,28,6,2016,1038,0,10,21.52,17.39,76.64,9.96,29.34,30.14
13,12,8,2016,2343.5,0.01,10,30.04,25.1,71.48,9.64,29.06,29.85
15,28,3,2016,2658.25,0.66,10,11.38,2.49,56.04,8.72,29.35,30.15
11,4,8,2016,3381,0,10,29.37,22.91,61.22,3.22,29.2,29.99
14,26,4,2017,2651,0.43,10,25.83,12.36,41.16,18.48,28.73,29.51
9,7,4,2017,3621.25,0,10,7.27,-1.03,55.64,15.2,29.34,30.13
